,url,title,other titles,other urls,scores
46263132,https://en.wikipedia.org/wiki/Crumbs_and_Whiskers,Crumbs and Whiskers,"['Walter the Farting Dog', 'Big Miracle (book)', 'Dogs in the American Revolutionary War', 'Indian National Kennel Club', 'Dog Parker']","['https://en.wikipedia.org/wiki/Walter_the_Farting_Dog', 'https://en.wikipedia.org/wiki/Big_Miracle_(book)', 'https://en.wikipedia.org/wiki/Dogs_in_the_American_Revolutionary_War', 'https://en.wikipedia.org/wiki/Indian_National_Kennel_Club', 'https://en.wikipedia.org/wiki/Dog_Parker']","[0.88, 0.88, 0.88, 0.88, 0.88]"
47132135,https://en.wikipedia.org/wiki/Hermitage_cats,Hermitage cats,"['Cat coat genetics', 'Cabbit', 'Cat predation on wildlife', 'Human interaction with cats', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Cat_coat_genetics', 'https://en.wikipedia.org/wiki/Cabbit', 'https://en.wikipedia.org/wiki/Cat_predation_on_wildlife', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.7, 0.48, 0.17, 0.08, 0.07]"
4678428,https://en.wikipedia.org/wiki/Therapy_cat,Therapy cat,"['Whale', 'Human interaction with cats', 'Cat', 'Breed type (dog)', 'Dog World (newspaper)']","['https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Breed_type_(dog)', 'https://en.wikipedia.org/wiki/Dog_World_(newspaper)']","[0.98, 0.98, 0.98, 0.92, 0.92]"
49538597,https://en.wikipedia.org/wiki/Cat_predation_on_wildlife,Cat predation on wildlife,"['Pack (canine)', 'Canid hybrid', 'Cat senses', 'Dog', 'Canine reproduction']","['https://en.wikipedia.org/wiki/Pack_(canine)', 'https://en.wikipedia.org/wiki/Canid_hybrid', 'https://en.wikipedia.org/wiki/Cat_senses', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Canine_reproduction']","[0.97, 0.96, 0.96, 0.95, 0.94]"
49876887,https://en.wikipedia.org/wiki/Koneko_(cat_cafe),Koneko (cat cafe),"['Jed (wolfdog)', 'Big Miracle (book)', 'Dogs in the American Revolutionary War', 'Indian National Kennel Club', 'Dog Parker']","['https://en.wikipedia.org/wiki/Jed_(wolfdog)', 'https://en.wikipedia.org/wiki/Big_Miracle_(book)', 'https://en.wikipedia.org/wiki/Dogs_in_the_American_Revolutionary_War', 'https://en.wikipedia.org/wiki/Indian_National_Kennel_Club', 'https://en.wikipedia.org/wiki/Dog_Parker']","[0.85, 0.52, 0.52, 0.52, 0.52]"
51074710,https://en.wikipedia.org/wiki/Purringtons_Cat_Lounge,Purringtons Cat Lounge,"['Toe tuft', 'Cultural depictions of cats']","['https://en.wikipedia.org/wiki/Toe_tuft', 'https://en.wikipedia.org/wiki/Cultural_depictions_of_cats']","[0.99, 0.05]"
20355828,https://en.wikipedia.org/wiki/Cat_gap,Cat gap,"['Canine physical therapy', 'Therapy cat', 'Whale', 'Human interaction with cats', 'Cat']","['https://en.wikipedia.org/wiki/Canine_physical_therapy', 'https://en.wikipedia.org/wiki/Therapy_cat', 'https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat']","[0.91, 0.87, 0.86, 0.86, 0.85]"
51511707,https://en.wikipedia.org/wiki/Exotic_felines_as_pets,Exotic felines as pets,"['Whale fall', 'Cat', 'Feral cat']","['https://en.wikipedia.org/wiki/Whale_fall', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Feral_cat']","[0.7, 0.12, 0.12]"
1846593,https://en.wikipedia.org/wiki/Cats_in_ancient_Egypt,Cats in ancient Egypt,"['Dog food', 'Cropping (animal)', 'Therapy cat', 'Kitten', 'Lychee and Dog Meat Festival']","['https://en.wikipedia.org/wiki/Dog_food', 'https://en.wikipedia.org/wiki/Cropping_(animal)', 'https://en.wikipedia.org/wiki/Therapy_cat', 'https://en.wikipedia.org/wiki/Kitten', 'https://en.wikipedia.org/wiki/Lychee_and_Dog_Meat_Festival']","[0.9, 0.9, 0.9, 0.9, 0.9]"
8526165,https://en.wikipedia.org/wiki/Cat_senses,Cat senses,"['Pack (canine)', 'Dog', 'Service dog', 'Cynophobia', 'Dogs in religion']","['https://en.wikipedia.org/wiki/Pack_(canine)', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Service_dog', 'https://en.wikipedia.org/wiki/Cynophobia', 'https://en.wikipedia.org/wiki/Dogs_in_religion']","[0.98, 0.98, 0.96, 0.96, 0.96]"
1136673,https://en.wikipedia.org/wiki/Point_coloration,Point coloration,"['International Cat Day', 'Felinology', 'Cat lady', 'Operation Cat Drop', 'Pussy']","['https://en.wikipedia.org/wiki/International_Cat_Day', 'https://en.wikipedia.org/wiki/Felinology', 'https://en.wikipedia.org/wiki/Cat_lady', 'https://en.wikipedia.org/wiki/Operation_Cat_Drop', 'https://en.wikipedia.org/wiki/Pussy']","[0.71, 0.71, 0.7, 0.59, 0.56]"
52390011,https://en.wikipedia.org/wiki/Feline_zoonosis,Feline zoonosis,"['Tail wagging by dogs', 'Cat bite', 'Dog bite', 'Dog bite prevention', 'Origin of the domestic dog']","['https://en.wikipedia.org/wiki/Tail_wagging_by_dogs', 'https://en.wikipedia.org/wiki/Cat_bite', 'https://en.wikipedia.org/wiki/Dog_bite', 'https://en.wikipedia.org/wiki/Dog_bite_prevention', 'https://en.wikipedia.org/wiki/Origin_of_the_domestic_dog']","[0.8, 0.8, 0.8, 0.8, 0.8]"
6678,https://en.wikipedia.org/wiki/Cat,Cat,"['Human interaction with cats', 'Therapy cat', 'Whale', 'Breed type (dog)', 'Dog food']","['https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Therapy_cat', 'https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Breed_type_(dog)', 'https://en.wikipedia.org/wiki/Dog_food']","[0.99, 0.98, 0.97, 0.9, 0.9]"
54329819,https://en.wikipedia.org/wiki/Cat_bite,Cat bite,"['Cat bite', 'Tail wagging by dogs', 'Dog bite prevention', 'Origin of the domestic dog', 'The Dog Pillow']","['https://en.wikipedia.org/wiki/Cat_bite', 'https://en.wikipedia.org/wiki/Tail_wagging_by_dogs', 'https://en.wikipedia.org/wiki/Dog_bite_prevention', 'https://en.wikipedia.org/wiki/Origin_of_the_domestic_dog', 'https://en.wikipedia.org/wiki/The_Dog_Pillow']","[1.0, 1.0, 1.0, 1.0, 1.0]"
21682560,https://en.wikipedia.org/wiki/Ancylostoma_tubaeforme,Ancylostoma tubaeforme,['Cat lady'],['https://en.wikipedia.org/wiki/Cat_lady'],[0.02]
54356603,https://en.wikipedia.org/wiki/Feline_diseases,Feline diseases,"['Bubble net feeding', 'Whales in Ghanaian waters', 'Cetacean surfacing behaviour', 'Whale feces', 'Whale']","['https://en.wikipedia.org/wiki/Bubble_net_feeding', 'https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Whale']","[1.0, 0.99, 0.89, 0.37, 0.06]"
53286797,https://en.wikipedia.org/wiki/International_Cat_Day,International Cat Day,"['International Cat Day', 'Cat lady', 'Operation Cat Drop', 'Pussy', 'Point coloration']","['https://en.wikipedia.org/wiki/International_Cat_Day', 'https://en.wikipedia.org/wiki/Cat_lady', 'https://en.wikipedia.org/wiki/Operation_Cat_Drop', 'https://en.wikipedia.org/wiki/Pussy', 'https://en.wikipedia.org/wiki/Point_coloration']","[1.0, 1.0, 0.84, 0.8, 0.71]"
4699587,https://en.wikipedia.org/wiki/Fish,Fish,"['Whale watching', 'Whale watching in New Zealand', 'Whale watching in Australia', 'Cetacean stranding', 'Whale watching in Sydney']","['https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Cetacean_stranding', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney']","[0.94, 0.91, 0.91, 0.82, 0.82]"
35843159,https://en.wikipedia.org/wiki/Outline_of_fish,Outline of fish,"['Fish', 'Whale watching in New Zealand', 'Whale watching in Australia', 'Whale watching', 'Whale watching in Sydney']","['https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney']","[0.13, 0.11, 0.11, 0.11, 0.1]"
33777,https://en.wikipedia.org/wiki/Whale,Whale,"['Therapy cat', 'Human interaction with cats', 'Cat', 'Dog food', 'Cropping (animal)']","['https://en.wikipedia.org/wiki/Therapy_cat', 'https://en.wikipedia.org/wiki/Human_interaction_with_cats', 'https://en.wikipedia.org/wiki/Cat', 'https://en.wikipedia.org/wiki/Dog_food', 'https://en.wikipedia.org/wiki/Cropping_(animal)']","[0.98, 0.97, 0.97, 0.91, 0.91]"
851060,https://en.wikipedia.org/wiki/Cetacean_stranding,Cetacean stranding,"['Exploding whale', 'Whale', 'Fish', 'Ethelbert (whale)', 'Dog food']","['https://en.wikipedia.org/wiki/Exploding_whale', 'https://en.wikipedia.org/wiki/Whale', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Ethelbert_(whale)', 'https://en.wikipedia.org/wiki/Dog_food']","[0.98, 0.82, 0.82, 0.79, 0.76]"
737610,https://en.wikipedia.org/wiki/Exploding_whale,Exploding whale,"['Cetacean stranding', 'Ethelbert (whale)', 'Walter the Farting Dog', 'Dogs in the American Revolutionary War', ""Queen Elizabeth's corgis""]","['https://en.wikipedia.org/wiki/Cetacean_stranding', 'https://en.wikipedia.org/wiki/Ethelbert_(whale)', 'https://en.wikipedia.org/wiki/Walter_the_Farting_Dog', 'https://en.wikipedia.org/wiki/Dogs_in_the_American_Revolutionary_War', ""https://en.wikipedia.org/wiki/Queen_Elizabeth's_corgis""]","[0.98, 0.87, 0.84, 0.84, 0.84]"
1419205,https://en.wikipedia.org/wiki/Whale_fall,Whale fall,"['Exotic felines as pets', 'Whale feces', 'Fish', 'Pack (canine)', 'Dog']","['https://en.wikipedia.org/wiki/Exotic_felines_as_pets', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Pack_(canine)', 'https://en.wikipedia.org/wiki/Dog']","[0.7, 0.6, 0.6, 0.59, 0.59]"
755842,https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour,Cetacean surfacing behaviour,"['Whales in Ghanaian waters', 'Bubble net feeding', 'Feline diseases', 'Whale feces', 'Fish']","['https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters', 'https://en.wikipedia.org/wiki/Bubble_net_feeding', 'https://en.wikipedia.org/wiki/Feline_diseases', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Fish']","[0.94, 0.9, 0.89, 0.62, 0.39]"
23638008,https://en.wikipedia.org/wiki/Húsavík_Whale_Museum,Húsavík Whale Museum,"['Whale watching in New Zealand', 'Whale watching in Australia', 'Whale watching', 'Fish', 'Whale watching in Sydney']","['https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney']","[0.84, 0.84, 0.84, 0.77, 0.74]"
37042447,https://en.wikipedia.org/wiki/52-hertz_whale,52-hertz whale,"['Whale watching in Australia', 'Whale watching in New Zealand', 'Whale watching', 'Fish', 'Whale watching in Sydney']","['https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney']","[0.78, 0.78, 0.78, 0.71, 0.69]"
19600264,https://en.wikipedia.org/wiki/Whale_watching_in_Sydney,Whale watching in Sydney,"['Whale watching in New Zealand', 'Whale watching in Australia', 'Whale watching', 'Fish', 'Húsavík Whale Museum']","['https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Húsavík_Whale_Museum']","[0.88, 0.88, 0.88, 0.82, 0.74]"
300591,https://en.wikipedia.org/wiki/Whale_watching,Whale watching,"['Whale watching in Australia', 'Whale watching in New Zealand', 'Fish', 'Whale watching in Sydney', 'Húsavík Whale Museum']","['https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney', 'https://en.wikipedia.org/wiki/Húsavík_Whale_Museum']","[1.0, 1.0, 0.94, 0.88, 0.84]"
42497710,https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters,Whales in Ghanaian waters,"['Bubble net feeding', 'Feline diseases', 'Cetacean surfacing behaviour', 'Whale feces', 'Whale']","['https://en.wikipedia.org/wiki/Bubble_net_feeding', 'https://en.wikipedia.org/wiki/Feline_diseases', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Whale']","[0.99, 0.99, 0.94, 0.46, 0.17]"
42614451,https://en.wikipedia.org/wiki/Whale_watching_in_Australia,Whale watching in Australia,"['Whale watching in Australia', 'Whale watching', 'Fish', 'Whale watching in Sydney', 'Húsavík Whale Museum']","['https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney', 'https://en.wikipedia.org/wiki/Húsavík_Whale_Museum']","[1.0, 1.0, 0.91, 0.88, 0.84]"
44137874,https://en.wikipedia.org/wiki/Big_Miracle_(book),Big Miracle (book),"['Dogs in the American Revolutionary War', 'Indian National Kennel Club', 'Dog Parker', ""Queen Elizabeth's corgis"", 'Walter the Farting Dog']","['https://en.wikipedia.org/wiki/Dogs_in_the_American_Revolutionary_War', 'https://en.wikipedia.org/wiki/Indian_National_Kennel_Club', 'https://en.wikipedia.org/wiki/Dog_Parker', ""https://en.wikipedia.org/wiki/Queen_Elizabeth's_corgis"", 'https://en.wikipedia.org/wiki/Walter_the_Farting_Dog']","[1.0, 1.0, 1.0, 1.0, 1.0]"
43590845,https://en.wikipedia.org/wiki/Whale_feces,Whale feces,"['Canid hybrid', 'Pack (canine)', 'Canine reproduction', 'Dog World (newspaper)', 'Cat senses']","['https://en.wikipedia.org/wiki/Canid_hybrid', 'https://en.wikipedia.org/wiki/Pack_(canine)', 'https://en.wikipedia.org/wiki/Canine_reproduction', 'https://en.wikipedia.org/wiki/Dog_World_(newspaper)', 'https://en.wikipedia.org/wiki/Cat_senses']","[0.91, 0.9, 0.9, 0.89, 0.89]"
42614454,https://en.wikipedia.org/wiki/Whale_watching_in_New_Zealand,Whale watching in New Zealand,"['Whale watching in Australia', 'Whale watching', 'Fish', 'Whale watching in Sydney', 'Húsavík Whale Museum']","['https://en.wikipedia.org/wiki/Whale_watching_in_Australia', 'https://en.wikipedia.org/wiki/Whale_watching', 'https://en.wikipedia.org/wiki/Fish', 'https://en.wikipedia.org/wiki/Whale_watching_in_Sydney', 'https://en.wikipedia.org/wiki/Húsavík_Whale_Museum']","[1.0, 1.0, 0.91, 0.88, 0.84]"
49735416,https://en.wikipedia.org/wiki/Tail_sailing,Tail sailing,"['Cat training', '52-hertz whale', 'Cetacean surfacing behaviour', 'Kennel', 'Whales in Ghanaian waters']","['https://en.wikipedia.org/wiki/Cat_training', 'https://en.wikipedia.org/wiki/52-hertz_whale', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Kennel', 'https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters']","[0.74, 0.62, 0.19, 0.06, 0.04]"
52243894,https://en.wikipedia.org/wiki/Bubble_net_feeding,Bubble net feeding,"['Feline diseases', 'Whales in Ghanaian waters', 'Cetacean surfacing behaviour', 'Whale feces', 'Whale']","['https://en.wikipedia.org/wiki/Feline_diseases', 'https://en.wikipedia.org/wiki/Whales_in_Ghanaian_waters', 'https://en.wikipedia.org/wiki/Cetacean_surfacing_behaviour', 'https://en.wikipedia.org/wiki/Whale_feces', 'https://en.wikipedia.org/wiki/Whale']","[1.0, 0.99, 0.9, 0.38, 0.07]"
53720250,https://en.wikipedia.org/wiki/Ethelbert_(whale),Ethelbert (whale),"['Walter the Farting Dog', 'Dogs in the American Revolutionary War', ""Queen Elizabeth's corgis"", 'Indian National Kennel Club', 'Dog Parker']","['https://en.wikipedia.org/wiki/Walter_the_Farting_Dog', 'https://en.wikipedia.org/wiki/Dogs_in_the_American_Revolutionary_War', ""https://en.wikipedia.org/wiki/Queen_Elizabeth's_corgis"", 'https://en.wikipedia.org/wiki/Indian_National_Kennel_Club', 'https://en.wikipedia.org/wiki/Dog_Parker']","[1.0, 1.0, 1.0, 1.0, 1.0]"
